name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.5,2.98,1.24,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,98.25999999999999,98.25999999999999,1.740000000000009,41.6107382550335,58.3892617449665
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,17.0,7.0,13.99,5.97,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,91.98,91.98,8.019999999999996,42.6733380986419,57.3266619013581
Calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,2.0,5.02,2.07,400.6371,5.65,-5.3,40.46,2.0,2.0,6.0,3.0,18.38,-0.98,97.05,97.05,2.950000000000003,41.235059760956204,58.764940239043796
Carmustine,ClCCNC(=O)N(CCCl)N=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,2.5,7.04,2.95,214.05,1.02,-2.2,61.77,1.0,2.0,5.0,0.0,13.36,-5.3,95.91,95.91,4.090000000000003,41.90340909090906,58.09659090909094
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,3.0,1.0,2.16,0.9,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,98.74000000000001,98.74000000000001,1.259999999999991,41.666666666666735,58.333333333333265
Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,5.0,2.5,5.3,2.2,307.4293,4.19,-5.4,12.47,0.0,2.0,4.0,4.0,,9.54,96.9,96.9,3.0999999999999943,41.509433962264175,58.490566037735825
Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,12.0,6.0,11.88,5.05,521.042,4.43,-5.4,106.97,1.0,5.0,8.0,4.0,13.85,-3.3,93.17,93.17,6.829999999999998,42.50841750841752,57.49158249158248
Amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,0.7,1.86,0.72,355.861,3.8,-4.6,48.39,2.0,4.0,6.0,3.0,9.1,10.17,98.86,98.86,1.1400000000000006,38.70967741935485,61.29032258064515
Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,1.5,5.46,2.3,332.3098,-5.8,-1.7,200.72,7.0,10.0,6.0,1.0,3.06,11.93,96.84,96.84,3.1599999999999966,42.12454212454217,57.87545787545783
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.0,3.58,1.49,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,97.91,97.91,2.0900000000000034,41.62011173184359,58.37988826815641
Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,1.0,4.69,1.96,286.4516,4.69,-4.6,20.23,1.0,1.0,5.0,1.0,16.44,-2.2,97.27,97.27,2.730000000000004,41.79104477611942,58.20895522388058
Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,9.0,4.5,14.29,6.09,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,91.80000000000001,91.80000000000001,8.199999999999989,42.617214835549355,57.382785164450645
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,1.8,5.38,2.26,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,96.88000000000001,96.88000000000001,3.1199999999999903,42.00743494423795,57.99256505576205
Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,12.0,5.0,16.15,6.9,240.3,-5.9,-1.2,126.64,4.0,6.0,7.0,0.0,1.56,9.34,90.75,90.75,9.25,42.724458204334354,57.275541795665646
Carmustine,ClCCNC(=O)N(CCCl)N=O,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,17.0,6.0,12.11,5.15,214.05,1.02,-2.2,61.77,1.0,2.0,5.0,0.0,13.36,-5.3,93.04,93.04,6.959999999999994,42.52683732452519,57.47316267547481
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,6.0,3.0,5.07,2.11,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,97.04,97.04,2.9599999999999937,41.61735700197244,58.38264299802756
Biotin,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,0.5,2.09,0.86,244.311,0.32,-2.3,78.43,3.0,3.0,5.0,2.0,4.4,-1.9,98.77,98.77,1.230000000000004,41.14832535885161,58.85167464114839
Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.0,4.8,2.01,421.415,1.7,-3.3,118.36,3.0,5.0,4.0,3.0,9.04,-3.1,97.21000000000001,97.21000000000001,2.789999999999992,41.875000000000014,58.124999999999986
Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,2.0,0.8,2.67,1.09,157.2102,-1.6,-0.94,63.32,2.0,3.0,2.0,1.0,4.56,10.22,98.42,98.42,1.5799999999999983,40.82397003745316,59.17602996254684
Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,5.0,2.0,7.04,2.93,199.313,1.0,-1.9,12.47,0.0,2.0,0.0,3.0,,8.59,95.89,95.89,4.109999999999999,41.61931818181815,58.38068181818185
Asparagine,N[C@@H](CC(N)=O)C(O)=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,2.0,0.8,4.95,2.08,132.1179,-4.3,0.1,106.41,3.0,4.0,3.0,0.0,2.0,8.43,97.13,97.13,2.8700000000000045,42.020202020202,57.979797979798
Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,10.0,5.0,13.07,5.56,307.282,2.12,-4.6,111.43,1.0,5.0,5.0,2.0,10.62,-4.2,92.49000000000001,92.49000000000001,7.509999999999991,42.540168324407055,57.459831675592945
Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,2.0,7.14,3.01,286.4516,4.69,-4.6,20.23,1.0,1.0,5.0,1.0,16.44,-2.2,95.87,95.87,4.1299999999999955,42.15686274509803,57.84313725490197
Gadoteridol,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.5,4.88,2.05,558.68,-6.8,-1.8,153.58,1.0,11.0,8.0,1.0,1.46,8.3,97.17,97.17,2.8299999999999983,42.008196721311506,57.991803278688494
Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,7.0,3.0,5.28,2.21,583.6774,2.71,-3.4,118.21,3.0,6.0,4.0,8.0,9.71,8.39,96.92999999999999,96.92999999999999,3.0700000000000074,41.856060606060595,58.143939393939405
Oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,3.0,7.41,3.13,460.434,-4.5,-2.5,201.85,7.0,10.0,2.0,4.0,2.84,7.41,95.72,95.72,4.280000000000001,42.240215924426465,57.759784075573535
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,3.0,1.5,5.16,2.16,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,97.0,97.0,3.0,41.8604651162791,58.1395348837209
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,10.0,4.0,8.63,3.65,226.2292,-1.2,-1.8,115.81,5.0,6.0,4.0,1.0,2.35,5.66,95.02000000000001,95.02000000000001,4.97999999999999,42.294322132097356,57.705677867902644
Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,12.0,6.0,11.82,5.0,429.12,5.84,-5.4,39.41,0.0,3.0,6.0,3.0,,6.74,93.18,93.18,6.819999999999993,42.30118443316415,57.69881556683585
Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,5.0,1.0,5.63,2.36,810.46,6.81,-5.7,158.13,2.0,10.0,6.0,4.0,9.96,-2.9,96.73,96.73,3.269999999999996,41.91829484902313,58.08170515097687
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.0,2.5,6.6,2.71,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,96.11,96.11,3.8900000000000006,41.0606060606061,58.9393939393939
Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,2.0,6.42,2.67,307.282,2.12,-4.6,111.43,1.0,5.0,5.0,2.0,10.62,-4.2,96.25,96.25,3.75,41.58878504672896,58.41121495327104
Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,10.0,5.0,7.91,3.31,372.5408,6.36,-5.9,46.53,1.0,3.0,6.0,3.0,9.33,-4.9,95.4,95.4,4.599999999999994,41.84576485461443,58.15423514538557
Carmustine,ClCCNC(=O)N(CCCl)N=O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.0,2.87,1.18,214.05,1.02,-2.2,61.77,1.0,2.0,5.0,0.0,13.36,-5.3,98.31,98.31,1.6899999999999977,41.11498257839715,58.88501742160285
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,10.0,5.0,12.12,5.16,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,93.03999999999999,93.03999999999999,6.960000000000008,42.57425742574256,57.42574257425744
Pyrazinamide,NC(=O)C1=NC=CN=C1,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,5.5,2.2,5.09,2.13,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,97.03999999999999,97.03999999999999,2.960000000000008,41.846758349705276,58.153241650294724
Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,3.5,1.7,3.32,1.36,365.835,2.94,-4.0,92.5,2.0,4.0,2.0,3.0,9.54,-1.6,98.04,98.04,1.9599999999999937,40.96385542168684,59.03614457831316
Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,5.15,2.16,780.9385,2.37,-3.8,203.06,6.0,13.0,7.0,8.0,7.15,-3.0,97.00999999999999,97.00999999999999,2.990000000000009,41.941747572815494,58.058252427184506
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,7.0,3.5,5.57,2.33,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,96.76,96.76,3.239999999999995,41.8312387791742,58.1687612208258
Duloxetine,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.0,1.5,5.76,2.35,297.415,4.2,-5.0,21.26,1.0,2.0,6.0,3.0,,9.7,96.58999999999999,96.58999999999999,3.410000000000011,40.79861111111108,59.20138888888892
Loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,13.0,5.0,9.26,3.92,349.769,-2.4,-3.0,112.73,3.0,5.0,4.0,3.0,2.93,7.23,94.66,94.66,5.340000000000003,42.3326133909287,57.6673866090713
Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,1.5,0.6,2.15,0.9,218.2518,1.67,-2.4,49.41,1.0,2.0,2.0,2.0,11.09,-8.1,98.75,98.75,1.25,41.86046511627896,58.13953488372104
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,5.67,2.35,435.5188,5.27,-4.3,112.07,2.0,6.0,10.0,3.0,4.35,-0.64,96.67999999999999,96.67999999999999,3.3200000000000074,41.446208112874764,58.553791887125236
Ceftazidime,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,5.07,2.11,546.576,-4.2,-5.0,191.22,3.0,10.0,9.0,4.0,2.42,4.02,97.04,97.04,2.9599999999999937,41.61735700197244,58.38264299802756
Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,5.5,2.0,7.0,2.95,347.2212,-4.7,,186.07,5.0,10.0,4.0,3.0,1.23,3.92,95.95,95.95,4.049999999999997,42.142857142857146,57.857142857142854
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,5.0,2.0,5.78,2.41,226.2722,1.89,-2.4,75.27,2.0,3.0,4.0,1.0,7.48,,96.63,96.63,3.3700000000000045,41.6955017301038,58.3044982698962
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.8,2.06,0.87,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,98.81,98.81,1.1899999999999977,42.23300970873782,57.76699029126218
Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,16.0,6.0,12.45,5.3,645.608,-8.3,-0.78,329.01,14.0,19.0,13.0,3.0,11.83,7.03,92.85,92.85,7.150000000000006,42.57028112449798,57.42971887550202
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,4.0,7.97,3.37,146.1445,-4.0,-0.17,106.41,3.0,4.0,4.0,0.0,2.15,9.31,95.4,95.4,4.599999999999994,42.2835633626098,57.7164366373902
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,7.0,2.5,5.51,2.3,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,96.78999999999999,96.78999999999999,3.210000000000008,41.74228675136112,58.25771324863888
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,20.0,9.0,16.13,6.9,242.2699,3.65,-3.5,46.53,1.0,2.0,4.0,2.0,3.96,-3.7,90.77000000000001,90.77000000000001,9.22999999999999,42.777433353998774,57.222566646001226
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.96,0.82,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,98.86,98.86,1.1400000000000006,41.83673469387768,58.16326530612232
Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,3.5,7.88,3.32,312.4458,3.79,-4.8,34.14,0.0,2.0,1.0,4.0,19.4,-4.8,95.44,95.44,4.560000000000002,42.13197969543149,57.86802030456851
Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,4.0,7.38,3.1,630.838,2.37,-4.5,161.48,5.0,7.0,16.0,4.0,12.32,6.74,95.72,95.72,4.280000000000001,42.00542005420057,57.99457994579943
Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,12.0,5.0,14.1,6.02,602.6328,-7.1,-2.7,242.98,9.0,13.0,10.0,4.0,2.51,9.77,91.92,91.92,8.079999999999998,42.69503546099292,57.30496453900708
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.5,3.67,1.54,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,97.87,97.87,2.1299999999999955,41.9618528610354,58.0381471389646
Gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.5,2.1,0.88,573.66,-8.7,-2.1,188.31,2.0,11.0,16.0,0.0,1.02,8.34,98.78,98.78,1.2199999999999989,41.90476190476202,58.09523809523798
Asparagine,N[C@@H](CC(N)=O)C(O)=O,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,2.0,0.7,5.47,2.3,132.1179,-4.3,0.1,106.41,3.0,4.0,3.0,0.0,2.0,8.43,96.83,96.83,3.1700000000000017,42.04753199268739,57.95246800731261
Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,0.8,1.93,0.8,238.2829,2.03,-2.3,75.27,2.0,3.0,5.0,1.0,7.48,,98.86999999999999,98.86999999999999,1.1300000000000097,41.450777202072395,58.549222797927605
Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,14.0,7.0,13.32,5.67,316.42,1.34,-3.1,79.74,2.0,7.0,7.0,2.0,14.08,9.76,92.35000000000001,92.35000000000001,7.6499999999999915,42.567567567567586,57.432432432432414
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.0,6.22,2.62,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,96.4,96.4,3.5999999999999943,42.12218649517686,57.87781350482314
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,3.0,5.96,2.49,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,96.53,96.53,3.469999999999999,41.77852348993294,58.22147651006706
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,9.0,4.5,8.39,3.54,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,95.15,95.15,4.849999999999994,42.19308700834326,57.80691299165674
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,9.0,4.5,6.67,2.8,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,96.13,96.13,3.8700000000000045,41.979010494752615,58.020989505247385
